DATE, TIME, FPC, PIC, ENCAP_BYTES, ENCAP_PKTS, DECAP_BYTES, DECAP_PKTS

2021-04-09,00:00,FPC0,PIC0:,239109198712,18842883846,189655435,81342762
2021-04-09,00:00,FPC0,PIC1:,523011750688,40743847131,414372264,180771205
2021-04-09,00:05,FPC0,PIC0:,235495628840,18318568938,186712739,78678169
2021-04-09,00:05,FPC0,PIC1:,523344920136,38247543143,412470855,175357370
2021-04-09,00:10,FPC0,PIC0:,231898439272,17501594407,182329749,74636951
2021-04-09,00:10,FPC0,PIC1:,508470825512,37090600451,399088861,166494096
2021-04-09,00:15,FPC0,PIC0:,222512378912,15969881173,175091056,71696911
2021-04-09,00:15,FPC0,PIC1:,489726870632,34980972842,384501465,158792778
2021-04-09,00:20,FPC0,PIC0:,218436054432,16109533664,171457264,70038438
2021-04-09,00:20,FPC0,PIC1:,470474302520,34377507331,368961623,151651562
2021-04-09,00:25,FPC0,PIC0:,211113358776,15066593148,165502999,67981274
2021-04-09,00:25,FPC0,PIC1:,460767403440,34487063848,361073888,148160611
2021-04-09,00:30,FPC0,PIC0:,199954283744,13665946440,156965982,63951225
2021-04-09,00:30,FPC0,PIC1:,438020284128,32858354096,343541910,141213388
2021-04-09,00:35,FPC0,PIC0:,194745386280,13978054288,152795711,61817691
2021-04-09,00:35,FPC0,PIC1:,415478542352,30709576800,327009448,133989155
2021-04-09,00:40,FPC0,PIC0:,188077724192,13694203166,147875694,59857331
2021-04-09,00:40,FPC0,PIC1:,402234519392,28412536952,315587532,128335871
2021-04-09,00:45,FPC0,PIC0:,177878491560,13449697534,140652049,56747722
2021-04-09,00:45,FPC0,PIC1:,384836809720,26519392719,301117873,121400213
2021-04-09,00:50,FPC0,PIC0:,163842296088,12031860150,129778493,52857644
2021-04-09,00:50,FPC0,PIC1:,366317519656,24963629415,287171649,115607911
2021-04-09,00:55,FPC0,PIC0:,158446395808,11423432515,125436202,50302963
2021-04-09,00:55,FPC0,PIC1:,356666733128,23896524656,279054619,112008022
2021-04-09,01:00,FPC0,PIC0:,145979365104,11806192843,116305502,47549820
2021-04-09,01:00,FPC0,PIC1:,343361818080,24515095564,269480740,109241196
2021-04-09,01:05,FPC0,PIC0:,140566864128,11706405162,112422642,47220772
2021-04-09,01:05,FPC0,PIC1:,329847449128,23686943190,259069189,106757985
2021-04-09,01:10,FPC0,PIC0:,133399224952,10667364136,107282751,45141544
2021-04-09,01:10,FPC0,PIC1:,312757153800,22189873868,245959909,101481517
2021-04-09,01:15,FPC0,PIC0:,126836810880,10292765360,102334480,43491098
2021-04-09,01:15,FPC0,PIC1:,305183000416,21939704072,239948910,98372049
2021-04-09,01:20,FPC0,PIC0:,123592846120,10025291897,99776373,42559828
2021-04-09,01:20,FPC0,PIC1:,296600947048,21624464129,233375207,95202567
2021-04-09,01:25,FPC0,PIC0:,115847956024,9633487397,93554451,40136184
2021-04-09,01:25,FPC0,PIC1:,284134205360,20538220615,223733228,92081679
2021-04-09,01:30,FPC0,PIC0:,112185617112,9262079194,90552797,38387367
2021-04-09,01:30,FPC0,PIC1:,270623682888,20513296526,213575195,88912565
2021-04-09,01:35,FPC0,PIC0:,110919844456,9138040154,89443103,37693828
2021-04-09,01:35,FPC0,PIC1:,254002676632,19822863980,201709393,84758578
2021-04-09,01:40,FPC0,PIC0:,104698316472,8719989492,84283527,35958396
2021-04-09,01:40,FPC0,PIC1:,237219075040,18883567254,189158118,80823571
2021-04-09,01:45,FPC0,PIC0:,98770973056,8264730146,80009114,34178241
2021-04-09,01:45,FPC0,PIC1:,227998018232,18203555167,182070675,77252589
2021-04-09,01:50,FPC0,PIC0:,95950424464,7871556448,77686944,32654215
2021-04-09,01:50,FPC0,PIC1:,210543328192,16549956790,169174772,72702918
2021-04-09,01:55,FPC0,PIC0:,93730976096,7511531240,75708822,31988831
2021-04-09,01:55,FPC0,PIC1:,203512777568,16325388213,164267030,72076755
2021-04-09,02:00,FPC0,PIC0:,92937376656,7206682170,75121818,31769657
2021-04-09,02:00,FPC0,PIC1:,197377979512,16231213856,159081105,69696695
2021-04-09,02:05,FPC0,PIC0:,89644606208,7210404576,73149976,32157228
2021-04-09,02:05,FPC0,PIC1:,191118008944,16878955571,155421652,69758042
2021-04-09,02:10,FPC0,PIC0:,85419549232,7189297555,69733690,30574399
2021-04-09,02:10,FPC0,PIC1:,184666693960,15139108076,149004895,66712629
2021-04-09,02:15,FPC0,PIC0:,77791920936,6609130918,64115475,28061259
2021-04-09,02:15,FPC0,PIC1:,182546603872,16569481839,148185774,65979350
2021-04-09,02:20,FPC0,PIC0:,75729098712,8432562284,63519681,29132288
2021-04-09,02:20,FPC0,PIC1:,173464807392,15912183279,141530522,63491462
2021-04-09,02:25,FPC0,PIC0:,75384017560,7095507206,62449639,28386492
2021-04-09,02:25,FPC0,PIC1:,167041978504,17557168483,137361517,62969795
2021-04-09,02:30,FPC0,PIC0:,72443593640,6893641760,60211759,27744434
2021-04-09,02:30,FPC0,PIC1:,164228328744,16712342518,134991667,61735151
2021-04-09,02:35,FPC0,PIC0:,69785911024,6897428518,58125314,26903584
2021-04-09,02:35,FPC0,PIC1:,161851279616,16475197003,132644830,61166897
2021-04-09,02:40,FPC0,PIC0:,67599725464,7405392959,56571555,26480891
2021-04-09,02:40,FPC0,PIC1:,151711321024,17301774517,126335414,59943504
2021-04-09,02:45,FPC0,PIC0:,65182928496,6774880021,54742358,25802005
2021-04-09,02:45,FPC0,PIC1:,146144810864,16093523118,121471212,57375621
2021-04-09,02:50,FPC0,PIC0:,62118970240,6190153306,52110688,24248833
2021-04-09,02:50,FPC0,PIC1:,140410701416,15427648030,117123487,55146352
2021-04-09,02:55,FPC0,PIC0:,61566880368,6130781455,51570204,23798779
2021-04-09,02:55,FPC0,PIC1:,134937585904,13871208051,112466806,53299545
2021-04-09,03:00,FPC0,PIC0:,59843834272,6356084495,50517850,23821893
2021-04-09,03:00,FPC0,PIC1:,129795720512,14258580099,108839196,52849153
2021-04-09,03:05,FPC0,PIC0:,56302271912,7076773584,48411287,23760714
2021-04-09,03:05,FPC0,PIC1:,126559176200,13114960443,105938885,51046281
2021-04-09,03:10,FPC0,PIC0:,52618733032,6768705777,45363303,22970169
2021-04-09,03:10,FPC0,PIC1:,118438239312,12352338263,99868010,48831394
2021-04-09,03:15,FPC0,PIC0:,53989764920,6867167100,46352465,23334415
2021-04-09,03:15,FPC0,PIC1:,115829677824,11887882566,97412970,47322297
2021-04-09,03:20,FPC0,PIC0:,51543989832,5540385655,43917339,21989392
2021-04-09,03:20,FPC0,PIC1:,114446380568,13123864097,96986363,47580486
2021-04-09,03:25,FPC0,PIC0:,48075232512,7040802951,42221426,22395327
2021-04-09,03:25,FPC0,PIC1:,107517681216,11172032396,91458208,45135465
2021-04-09,03:30,FPC0,PIC0:,48504417224,6659318313,42396923,21906081
2021-04-09,03:30,FPC0,PIC1:,103121458080,10855607972,88046528,44019554
2021-04-09,03:35,FPC0,PIC0:,46681564664,5089812990,40208785,20159128
2021-04-09,03:35,FPC0,PIC1:,102436646120,13065509739,88855141,45528288
2021-04-09,03:40,FPC0,PIC0:,45547174592,6267700262,39807326,20866449
2021-04-09,03:40,FPC0,PIC1:,98856430576,11002878193,85432054,42761324
2021-04-09,03:45,FPC0,PIC0:,45721772152,5019287629,39517707,20124489
2021-04-09,03:45,FPC0,PIC1:,98713712880,10364895151,84857300,42481031
2021-04-09,03:50,FPC0,PIC0:,44530923784,5551165078,38999233,20293115
2021-04-09,03:50,FPC0,PIC1:,97795446504,10608467539,84027251,41448615
2021-04-09,03:55,FPC0,PIC0:,42616899672,5305330075,37555181,19497661
2021-04-09,03:55,FPC0,PIC1:,96512985592,9809858039,82500697,40677982
2021-04-09,04:00,FPC0,PIC0:,42717963768,5331121519,37485067,19485702
2021-04-09,04:00,FPC0,PIC1:,89588521440,12075260214,78830768,41009900
2021-04-09,04:05,FPC0,PIC0:,41587608992,5864416739,37143624,19657465
2021-04-09,04:05,FPC0,PIC1:,88578449296,10945593203,78125536,40096120
2021-04-09,04:10,FPC0,PIC0:,41650072336,6269901054,37185506,20001935
2021-04-09,04:10,FPC0,PIC1:,85976032632,12694677287,76692419,40947727
2021-04-09,04:15,FPC0,PIC0:,39387207848,5913582192,35341189,19118526
2021-04-09,04:15,FPC0,PIC1:,84623674344,11458707524,75009769,39212171
2021-04-09,04:20,FPC0,PIC0:,39625384720,5808143237,35232812,18778606
2021-04-09,04:20,FPC0,PIC1:,82299901280,11287382638,73466038,39215850
2021-04-09,04:25,FPC0,PIC0:,34817813760,6026705174,32313036,17941528
2021-04-09,04:25,FPC0,PIC1:,79862104856,11247642357,71242779,39059239
2021-04-09,04:30,FPC0,PIC0:,34184007880,5236219678,31514415,17180097
2021-04-09,04:30,FPC0,PIC1:,81262549416,12545633020,72760623,39630932
2021-04-09,04:35,FPC0,PIC0:,34085718072,4754451101,31079829,16706302
2021-04-09,04:35,FPC0,PIC1:,76173553760,11312487925,69071768,37932658
2021-04-09,04:40,FPC0,PIC0:,34439109816,5478675478,31462735,17012009
2021-04-09,04:40,FPC0,PIC1:,74745736496,11683119031,68135176,38208417
2021-04-09,04:45,FPC0,PIC0:,33788736488,4386667420,31097469,16525888
2021-04-09,04:45,FPC0,PIC1:,74796666080,12184320593,68592290,38214390
2021-04-09,04:50,FPC0,PIC0:,32587493960,4829976345,30653517,16773821
2021-04-09,04:50,FPC0,PIC1:,74614456248,12172017507,68514537,38785219
2021-04-09,04:55,FPC0,PIC0:,30958738408,4326065909,28925721,15943966
2021-04-09,04:55,FPC0,PIC1:,74071753600,10329299063,67357460,36890889
2021-04-09,05:00,FPC0,PIC0:,32639884440,4978640078,30186275,16581159
2021-04-09,05:00,FPC0,PIC1:,75685963488,11111230220,68465652,37051264
2021-04-09,05:05,FPC0,PIC0:,31723748304,5173436007,29951278,17004612
2021-04-09,05:05,FPC0,PIC1:,71745769416,12069282331,66887071,38438356
2021-04-09,05:10,FPC0,PIC0:,34519690576,4724768417,31713528,16844105
2021-04-09,05:10,FPC0,PIC1:,75015823048,10795701074,67783223,37085271
2021-04-09,05:15,FPC0,PIC0:,34823028368,5140017372,32223090,17234894
2021-04-09,05:15,FPC0,PIC1:,76089170192,11014107784,69230312,37073385
2021-04-09,05:20,FPC0,PIC0:,34509959792,5699542450,32020210,17406763
2021-04-09,05:20,FPC0,PIC1:,74157464968,10577956536,67797765,36859619
2021-04-09,05:25,FPC0,PIC0:,34097692096,6799416351,32627458,18388011
2021-04-09,05:25,FPC0,PIC1:,76095971936,11888081364,70099012,38330530
2021-04-09,05:30,FPC0,PIC0:,37635573280,6155556956,34759506,18953960
2021-04-09,05:30,FPC0,PIC1:,78840859880,11043152343,71326417,37744983
2021-04-09,05:35,FPC0,PIC0:,38612992256,6149212947,35797906,19441964
2021-04-09,05:35,FPC0,PIC1:,81722740064,11255460524,73638712,39089555
2021-04-09,05:40,FPC0,PIC0:,37176749680,6538351182,34921576,18996486
2021-04-09,05:40,FPC0,PIC1:,77706807496,10899578312,70909849,38389416
2021-04-09,05:45,FPC0,PIC0:,39650506912,6557800456,36612462,19772999
2021-04-09,05:45,FPC0,PIC1:,80311846792,12288385696,73232129,39675837
2021-04-09,05:50,FPC0,PIC0:,41381636800,6979671012,37794976,20513381
2021-04-09,05:50,FPC0,PIC1:,88622060952,13572053841,79879655,42220950
2021-04-09,05:55,FPC0,PIC0:,40641253408,7208529013,37474876,20522315
2021-04-09,05:55,FPC0,PIC1:,92371110624,12550484013,82143834,42063815
2021-04-09,06:00,FPC0,PIC0:,42277645432,6891013974,38662105,20359052
2021-04-09,06:00,FPC0,PIC1:,88844051000,12890255761,80232053,42671223
2021-04-09,06:05,FPC0,PIC0:,42621064672,6900811018,39604440,21624022
2021-04-09,06:05,FPC0,PIC1:,96149074896,12904017613,86445534,45081419
2021-04-09,06:10,FPC0,PIC0:,43430036048,6318507166,39412252,22335898
2021-04-09,06:10,FPC0,PIC1:,98249716936,11921222381,87602457,44561838
2021-04-09,06:15,FPC0,PIC0:,44894638704,6964980396,41257758,21650771
2021-04-09,06:15,FPC0,PIC1:,105447202960,12435964752,92573786,45890156
2021-04-09,06:20,FPC0,PIC0:,49517098720,6910665224,44485418,22385896
2021-04-09,06:20,FPC0,PIC1:,105445724304,12171227558,92605848,45920366
2021-04-09,06:25,FPC0,PIC0:,53698201944,7234709111,47867587,23923706
2021-04-09,06:25,FPC0,PIC1:,113911337768,13887130611,100512741,49328383
2021-04-09,06:30,FPC0,PIC0:,56419210640,7713860594,49969664,24567583
2021-04-09,06:30,FPC0,PIC1:,117367929664,14228333681,102925444,50727147
2021-04-09,06:35,FPC0,PIC0:,62751453976,7378810226,54544941,25895928
2021-04-09,06:35,FPC0,PIC1:,128741283456,15244393587,112671244,55192021
2021-04-09,06:40,FPC0,PIC0:,67239929504,7879286598,58465020,27542498
2021-04-09,06:40,FPC0,PIC1:,132749571240,14883535394,115287413,55790064
2021-04-09,06:45,FPC0,PIC0:,70737877616,8655930246,61602172,28858142
2021-04-09,06:45,FPC0,PIC1:,148387167264,17168070254,128090382,60867940
2021-04-09,06:50,FPC0,PIC0:,78943209072,8567854296,68735056,29779438
2021-04-09,06:50,FPC0,PIC1:,155034542288,17334210311,133345918,62930615
2021-04-09,06:55,FPC0,PIC0:,79419081096,8326007807,68213351,30894165
2021-04-09,06:55,FPC0,PIC1:,166534453704,18598907107,142430303,65646919
2021-04-09,07:00,FPC0,PIC0:,79525949600,9030420195,68997526,31608865
2021-04-09,07:00,FPC0,PIC1:,172683869488,18587643422,147578900,67435428
2021-04-09,07:05,FPC0,PIC0:,87617047048,9466254538,75605331,34136499
2021-04-09,07:05,FPC0,PIC1:,186811169504,19696659679,160039754,72850996
2021-04-09,07:10,FPC0,PIC0:,89108903224,9707429312,76772093,34745863
2021-04-09,07:10,FPC0,PIC1:,184640660512,18163749517,158074122,71356728
2021-04-09,07:15,FPC0,PIC0:,98153248776,10905458997,84079741,38205228
2021-04-09,07:15,FPC0,PIC1:,200055304664,19260081012,170591181,75313987
2021-04-09,07:20,FPC0,PIC0:,108198241024,12254243201,92252818,41217605
2021-04-09,07:20,FPC0,PIC1:,209650885792,20704617314,178735130,79512191
2021-04-09,07:25,FPC0,PIC0:,115395688872,13503001051,98445787,43906306
2021-04-09,07:25,FPC0,PIC1:,222794950328,21640790730,189462833,83775939
2021-04-09,07:30,FPC0,PIC0:,115412428840,12388150184,99090081,43919256
2021-04-09,07:30,FPC0,PIC1:,233333020512,22460871637,198378026,88206532
2021-04-09,07:35,FPC0,PIC0:,123516935232,13020532695,105956904,47656159
2021-04-09,07:35,FPC0,PIC1:,248503189680,24046738136,211417712,93377700
2021-04-09,07:40,FPC0,PIC0:,125317696368,12484895491,107292518,47784517
2021-04-09,07:40,FPC0,PIC1:,259227751136,24663769607,220113896,97279292
2021-04-09,07:45,FPC0,PIC0:,128789764624,12613464529,110954066,50306550
2021-04-09,07:45,FPC0,PIC1:,265575250264,25868909959,226295857,100698768
2021-04-09,07:50,FPC0,PIC0:,134202523536,13816451365,116486968,52849421
2021-04-09,07:50,FPC0,PIC1:,271516478016,26964538641,233436098,104847454
2021-04-09,07:55,FPC0,PIC0:,138730305432,15438645907,121088743,55570640
2021-04-09,07:55,FPC0,PIC1:,280997078760,26971648247,241360497,107463137
2021-04-09,08:00,FPC0,PIC0:,136247750920,14940112114,119783703,55338584
